cg00000292	0.337542775965582
cg00002426	0.40044563956794
cg00003994	0.0427559106704713
cg00005847	0.685050665748341
cg00006414	0.0482044084685554
cg00007981	0.024825137438445
cg00008493	0.988368934522314
cg00008713	0.0188475162421501
cg00009407	0.0121725638531397
cg00010193	NA
cg00011459	0.959221894270824
cg00012199	0.0135676255718151
cg00012386	0.0279464045706772
cg00012792	0.0303946525734541
cg00013618	0.828082908976547
cg00014085	0.0157360892197843
cg00014837	0.949943965795857
cg00015770	0.0724978679198263
cg00016968	0.567950372540291
cg00019495	0.263736858472951
cg00020533	0.923941124894082
cg00021527	0.011780155565757
cg00022606	NA
cg00022866	0.703920645319043
cg00024396	0.0235185691815505
cg00024812	0.0303880132754811
cg00025138	0.0178995243233333
cg00025991	0.509242816747167
cg00027083	0.407396013734085
cg00027674	0.158647885411472
cg00029826	0.050002109821776
cg00029931	0.0146852303950646
cg00030047	0.68018233518711
cg00031162	0.61130491450383
cg00032227	0.00878731910713403
cg00032666	0.773044348943201
cg00033516	0.0564952104685491
cg00033773	0.796445052059135
cg00034039	0.0910132779078599
cg00035347	0.416382180119125
cg00035623	0.100893358024378
cg00037763	0.902551758896613
cg00037940	0.886747591778265
cg00040861	0.0178067942882064
cg00040873	0.0853949374140697
cg00041575	0.469742096626694
cg00042156	NA
cg00043004	0.308692717009621
cg00043080	0.937177990397664
cg00044245	0.0316473841935848
cg00044729	0.729980205622148
cg00047050	0.0394655991660822
cg00047469	0.0364153297637264
cg00049986	0.222718159324343
cg00050312	NA
cg00051623	NA
cg00051979	0.068906872689318
cg00053292	0.0244737142839664
cg00053647	NA
cg00054706	0.019350658254354
cg00055233	NA
cg00056767	0.0127364090182738
cg00057593	0.750057474917269
cg00058938	0.47186368613928
cg00059225	0.589169299419038
cg00059424	0.0248651172253741
cg00059740	0.0130444861980635
cg00059930	0.824846957453111
cg00060762	0.0173049608549592
cg00060882	NA
cg00061059	0.0338103829842173
cg00061629	0.137042213433774
cg00062776	0.987851657948516
cg00063144	0.903384011232708
cg00065385	0.974709483369012
cg00065408	0.024441510418833
cg00066153	0.94715387266821
cg00066816	0.177655372688096
cg00067471	0.0714302417623939
cg00069261	0.0661287402247571
cg00071250	0.671992281948444
cg00071998	0.0262713937565925
cg00072216	0.020026172540186
cg00073650	NA
cg00075967	0.763850155777042
cg00076645	0.0224134999411059
cg00077457	0.881904596413185
cg00077877	0.584273298035912
cg00078194	NA
cg00078867	0.614675164508298
cg00079056	0.950732455929518
cg00079563	0.0144620537586116
cg00080012	0.0119740307908203
cg00081935	0.0199129117229621
cg00081975	0.053901415074304
cg00083720	0.016081270129395
cg00083937	0.455467942138714
cg00084687	0.011318780564766
cg00089071	0.0261524910041626
cg00090147	0.109461940902546
cg00091693	0.703453643511162
cg00093177	0.896854545537534
cg00094319	NA
cg00094851	0.0904289814499716
cg00095526	0.716615912512815
cg00095674	0.0596344855459676
cg00096922	0.0375815014469923
cg00097536	0.0162601184412887
cg00098162	0.904777806077071
cg00098239	0.0113849522929605
cg00099550	0.0320279886200909
cg00101227	0.799114593880425
cg00103783	0.0143768263960302
cg00105253	0.0502864361086384
cg00105470	0.0185049352536645
cg00107187	0.126801868085238
cg00107488	0.294408725096629
cg00107632	0.0258462903053664
cg00108454	0.340205799991443
cg00109274	0.0525106238208044
cg00112517	0.17825712939979
cg00113020	0.936758276417636
cg00113951	0.100301289436353
cg00115714	NA
cg00116234	0.0288728737553169
cg00116838	0.0676719460295592
cg00117172	0.320812894403363
cg00119079	0.031216578590162
cg00121158	0.0172998451583926
cg00121640	0.102795633428226
cg00121904	0.0516039249089215
cg00123035	0.0244049311823116
cg00126034	0.0433459805241088
cg00126657	NA
cg00126698	0.837422033460691
cg00128197	0.0258451514105259
cg00128560	0.969138700029183
cg00128654	0.0244627403362063
cg00128766	NA
cg00128877	0.0710376750517898
cg00129774	0.0155628711103439
cg00131121	NA
cg00131557	0.920797594293196
cg00132141	0.526879783394063
cg00133909	0.0570136814061605
cg00134539	0.817546295044584
cg00134787	0.875035043485016
cg00135056	0.10573304514983
cg00135393	NA
cg00136105	0.0214687121268427
cg00136405	0.211423825941746
cg00136477	0.628008914108857
cg00136736	0.0605857103782676
cg00138126	0.669174445455704
cg00141162	0.249617051481608
cg00141550	0.886554512559954
cg00141845	NA
cg00143376	0.316640583715679
cg00143998	NA
cg00145118	NA
cg00145348	0.0734155942219001
cg00146096	0.0161724334351274
cg00149659	0.020437956083963
cg00149976	0.0195476497148516
cg00151234	0.0563428949713354
cg00151607	0.009901131597762
cg00152644	NA
cg00155167	0.026377394621993
cg00155485	0.033249943808679
cg00155609	0.06636749386777
cg00156216	0.023445687575077
cg00156744	0.0301192087504178
cg00158308	0.124440510246656
cg00160914	0.0746287520873067
cg00162401	0.0155542949032625
cg00162643	0.0243006152455439
cg00164041	NA
cg00164898	0.0632622080523939
cg00165981	0.0689951030121225
cg00167504	0.0125751687104388
cg00168082	0.0291739198411099
cg00168785	0.101035599969313
cg00168942	0.737381983702451
cg00169548	NA
cg00171126	0.0198879945420696
cg00171161	0.0439533722982013
cg00174500	0.572151630775279
cg00174901	0.10614731258181
cg00176210	0.747897465316059
cg00176879	0.990005184409945
cg00177013	0.0786453050490399
cg00177698	0.0232660842407305
cg00177923	0.013856704375532
